기준년도,기준월,기준일,법정동명,번지,아파트명,층수,거래금액(만원),전용면적(㎡)
2020,1,01,광명동,781,월드메르디앙,5,55000,84.83
2020,1,02,하안동,295,주공7,5,30700,45.77
2020,1,02,철산동,629,두산위브,4,47800,59.81
2020,1,03,소하동,1289,광명소하휴먼시아3단지,4,64000,84.95
2020,1,03,하안동,682,주공1,8,28000,41.3
2020,1,03,하안동,702,주공5,3,32500,59.39
2020,1,03,하안동,296,주공6,10,33400,41.3
2020,1,03,철산동,367,철산한신,7,63500,89.455
2020,1,03,철산동,367,철산한신,11,61500,89.455
2020,1,04,하안동,702,주공5,7,34000,58.01
2020,1,04,철산동,449,주공12,5,61400,53.46
2020,1,04,철산동,625,도덕파크타운2단지,17,31200,39.65
2020,1,04,광명동,785,광명해모로이연,17,65300,84.986
2020,1,06,철산동,625,도덕파크타운1단지,20,49300,59.82
2020,1,06,철산동,367,철산한신,12,62000,89.455
2020,1,06,철산동,625,도덕파크타운1단지,12,67800,114.77
2020,1,06,하안동,295,주공7,14,41000,58.01
2020,1,06,하안동,702,주공5,8,52700,79.07
2020,1,06,하안동,651,주공4,15,38250,58.01
2020,1,06,철산동,625,도덕파크타운1단지,10,45600,59.82
2020,1,07,하안동,651,주공4,1,28000,45.77
2020,1,07,소하동,889-2,개운저층,2,20300,47.25
2020,1,07,광명동,781,월드메르디앙,22,48000,59.7
2020,1,07,하안동,864,이편한세상센트레빌,9,94500,123.639
2020,1,08,철산동,241,주공13,2,75500,83.52
2020,1,08,철산동,625,도덕파크타운1단지,24,54700,84.98
2020,1,08,하안동,110,주공12,2,62500,84.79
2020,1,08,하안동,682,주공1,1,34200,49.94
2020,1,09,소하동,1273,금호어울림,14,42250,59.97
2020,1,09,광명동,419-48,정다움,2,35000,75.6
2020,1,10,하안동,110,주공12,5,48000,59.22
2020,1,10,광명동,200-6,광명한진타운,5,46500,53.06
2020,1,11,소하동,1294,광명소하휴먼시아5단지,1,50500,59.82
2020,1,11,하안동,260,주공8(고층),3,29000,45.77
2020,1,11,하안동,864,이편한세상센트레빌,8,80000,84.98
2020,1,11,하안동,110,주공12,6,69000,84.79
2020,1,11,광명동,779,현진에버빌,14,46400,59.807
2020,1,11,하안동,650,주공3,1,25900,36.16
2020,1,13,하안동,30,주공10,6,41900,59.39
2020,1,13,하안동,30,주공10,8,31000,45.77
2020,1,13,하안동,682,주공1,9,27700,41.3
2020,1,14,하안동,682,주공1,2,26950,41.3
2020,1,14,광명동,781,월드메르디앙,25,58000,84.83
2020,1,15,광명동,779,현진에버빌,6,46000,59.807
2020,1,15,광명동,733,영화,2,29800,82.5
2020,1,16,철산동,627,롯데낙천대,13,53000,84.38
2020,1,16,하안동,864,이편한세상센트레빌,26,70750,59.982
2020,1,18,하안동,27,주공11,13,27000,36.16
2020,1,18,하안동,13,주공9,15,28200,45.77
2020,1,20,소하동,48-13,광명삼익,3,34500,59.925
2020,1,20,광명동,713,중앙하이츠2,10,29900,56.49
2020,1,21,철산동,634,철산래미안자이,9,89500,84.66
2020,1,22,소하동,1363,광명신촌휴먼시아1단지,5,62500,84.95
2020,1,22,철산동,367,철산한신,12,61000,89.455
2020,1,22,광명동,781,월드메르디앙,12,50000,59.7
2020,10,10,하안동,30,주공10,12,54500,59.39
2020,10,10,소하동,1378,광명역세권휴먼시아3단지,13,84500,84.12
2020,10,10,하안동,650,주공3,7,48800,49.94
2020,10,10,일직동,519,광명역푸르지오,3,90000,59.988
2020,10,10,광명동,732,중앙하이츠1,3,52000,84.79
2020,10,10,하안동,110,주공12,4,45500,44.89
2020,10,10,하안동,27,주공11,12,52000,49.94
2020,10,10,하안동,650,주공3,13,35000,36.16
2020,10,10,철산동,625,도덕파크타운2단지,12,50000,49.98
2020,10,12,하안동,110,주공12,3,74000,84.79
2020,10,12,하안동,702,주공5,1,48000,59.39
2020,10,12,하안동,702,주공5,4,65000,79.07
2020,10,12,철산동,626-1,철산리버빌 주공아파트,4,40000,49.71
2020,10,13,하안동,296,주공6,8,43000,41.3
2020,10,13,소하동,1389,광명역세권휴먼시아5단지,13,89500,101.52
2020,10,13,하안동,13,주공9,5,52500,59.39
2020,10,13,철산동,449,주공12,3,71000,53.46
2020,10,14,일직동,519,광명역푸르지오,5,85000,59.997
2020,10,14,하안동,30,주공10,12,55000,59.39
2020,10,14,하안동,650,주공3,15,33000,36.16
2020,10,14,하안동,864,이편한세상센트레빌,8,83000,59.982
2020,10,14,철산동,55-1,광복현대아파트,7,51500,59.94
2020,10,15,철산동,367,철산한신,14,75900,89.455
2020,10,15,광명동,309-1,광명신원,13,40500,59.96
2020,10,15,광명동,732,중앙하이츠1,2,26800,48.69
2020,10,15,소하동,1288,광명소하휴먼시아2단지,7,92000,119.21
2020,10,15,하안동,650,주공3,13,41200,41.3
2020,10,15,하안동,707-9,하안현대아파트,5,38000,52.7
2020,10,15,일직동,518,광명역파크자이,26,128000,84.964
2020,10,15,소하동,55,동양(55-0),4,55800,84.57
2020,10,15,하안동,30,주공10,13,55300,59.39
2020,10,16,소하동,48-55,동양메이저2,8,56000,59.96
2020,10,16,하안동,27,주공11,3,39000,41.3
2020,10,16,하안동,707-9,하안현대아파트,1,53000,84.9
2020,10,16,하안동,864,이편한세상센트레빌,15,85000,59.982
2020,10,16,하안동,295,주공7,6,71000,79.07
2020,10,17,하안동,30,주공10,7,56000,58.01
2020,10,17,하안동,260,주공8(고층),11,44500,45.77
2020,10,17,하안동,650,주공3,4,35500,36.16
2020,10,17,광명동,200-6,광명한진타운,5,73000,84.95
2020,10,17,하안동,682,주공1,7,36000,41.3
2020,10,17,광명동,734,상우2차,14,25000,59.7
2020,10,17,철산동,634,철산래미안자이,6,112500,84.66
2020,10,17,하안동,27,주공11,10,39000,36.16
2020,10,17,일직동,517,광명역센트럴자이,10,102500,59.775
2020,10,17,철산동,626-1,철산리버빌 주공아파트,17,43000,49.61
2020,10,17,철산동,626-1,철산리버빌 주공아파트,3,39200,49.61
2020,10,17,철산동,241,주공13,10,91000,84.77
2020,10,17,철산동,241,주공13,10,79000,73.09
2020,10,18,철산동,449,주공12,15,80000,73.08
2020,10,18,하안동,864,이편한세상센트레빌,6,100500,84.975
2020,10,19,일직동,513,광명역 써밋플레이스,30,140000,98.444
2020,10,19,광명동,309-1,광명신원,7,39500,59.96
2020,10,19,하안동,651,주공4,13,43000,45.77
2020,10,19,광명동,200-6,광명한진타운,8,74000,84.95
2020,10,19,소하동,48-55,동양메이저2,15,74000,119.24
2020,10,19,철산동,629,두산위브,1,73750,84.9
2020,10,19,철산동,241,주공13,15,72000,73.08
2020,10,19,철산동,58,우성아파트,11,62500,84.74
2020,10,19,소하동,48-55,동양메이저2,8,70000,84.983
2020,10,20,하안동,110,주공12,4,44400,44.89
2020,10,20,하안동,681,주공2,5,54700,61.52
2020,10,20,소하동,1378,광명역세권휴먼시아3단지,9,78500,84.95
2020,10,20,소하동,1378,광명역세권휴먼시아3단지,18,84000,84.99
2020,10,20,하안동,864,이편한세상센트레빌,17,120000,123.7
2020,10,20,광명동,781,월드메르디앙,24,73000,84.83
2020,10,20,철산동,625,도덕파크타운1단지,11,64200,59.82
2020,10,21,소하동,48-55,동양메이저2,22,79000,119.24
2020,10,21,광명동,741-1,광명동리버빌A동,4,30500,69.46
2020,10,21,하안동,682,주공1,4,36800,41.3
2020,10,21,철산동,367,철산한신,10,78600,89.455
2020,10,21,광명동,733,영화,1,25900,59.94
2020,10,22,하안동,110,주공12,4,46800,44.89
2020,10,22,일직동,518,광명역파크자이,3,110000,84.931
2020,10,22,광명동,339-2,극동메모리스,12,69279,83.822
2020,10,22,소하동,1348,광명소하휴먼시아7단지,4,85500,119.75
2020,10,22,하안동,682,주공1,6,37800,41.3
2020,10,22,하안동,864,이편한세상센트레빌,15,99700,84.981
2020,10,22,하안동,110,주공12,1,57500,58.46
2020,10,22,철산동,629,두산위브,7,58700,59.81
2020,10,23,하안동,260,주공8(고층),12,54500,58.01
2020,10,23,하안동,650,주공3,5,35500,36.34
2020,10,23,하안동,702,주공5,9,34850,45.77
2020,10,23,하안동,295,주공7,7,40000,45.77
2020,10,23,하안동,295,주공7,15,55000,58.01
2020,10,23,하안동,30,주공10,3,45000,59.39
2020,10,23,소하동,1294,광명소하휴먼시아5단지,4,75000,84.83
2020,10,23,소하동,48-13,광명삼익,3,41800,59.925
2020,10,23,하안동,650,주공3,10,34000,36.16
2020,10,23,소하동,1288,광명소하휴먼시아2단지,9,95000,119.79
2020,10,23,광명동,777,팰리스필,3,48750,64.75
2020,10,23,철산동,626-1,철산리버빌 주공아파트,17,44500,49.61
2020,10,24,철산동,367,철산한신,16,75000,89.455
2020,10,24,철산동,634,철산래미안자이,25,125000,115.66
2020,10,24,철산동,629,두산위브,15,59500,59.81
2020,10,24,철산동,625,도덕파크타운2단지,4,53400,49.98
2020,10,24,하안동,295,주공7,10,55500,58.01
2020,10,24,하안동,296,주공6,5,42900,41.3
2020,10,24,철산동,367,철산한신,9,79800,89.455
2020,10,24,하안동,110,주공12,10,64800,59.22
2020,10,24,하안동,13,주공9,11,75000,79.07
2020,10,24,광명동,734,상우2차,10,39000,78.45
2020,10,24,소하동,936,성원아파트,3,28000,59.33
2020,10,24,소하동,933,미도아파트2차,15,28000,59.67
2020,10,24,소하동,1272,우림필유,3,47500,59.723
2020,10,24,소하동,1387,광명역세권휴먼시아4단지,6,68000,74.98
2020,10,25,철산동,449,주공12,7,89500,84.97
2020,10,25,철산동,367,철산한신,19,76500,89.455
2020,10,26,철산동,367,철산한신,17,75800,89.455
2020,10,26,하안동,681,주공2,5,54000,59.39
2020,10,26,하안동,702,주공5,4,47000,58.01
2020,10,26,하안동,650,주공3,15,40000,49.94
2020,10,26,하안동,296,주공6,8,52000,49.94
2020,10,26,하안동,295,주공7,3,51500,59.39
2020,10,26,하안동,30,주공10,10,43900,45.77
2020,10,26,소하동,48-55,동양메이저2,13,74500,119.24
2020,10,26,소하동,1348,광명소하휴먼시아7단지,9,82000,101.94
2020,10,26,광명동,732,중앙하이츠1,9,37800,56.49
2020,10,26,하안동,13,주공9,9,52000,59.39
2020,10,26,철산동,449,주공12,11,88500,84.97
2020,10,26,철산동,629,두산위브,14,61700,59.81
2020,10,26,철산동,634,철산래미안자이,14,90000,58.61
2020,10,27,하안동,296,주공6,13,37800,36.16
2020,10,27,철산동,629,두산위브,11,61500,59.81
2020,10,28,하안동,295,주공7,7,40000,59.39
2020,10,28,하안동,864,이편한세상센트레빌,24,84500,59.982
2020,10,28,하안동,295,주공7,1,49800,58.01
2020,10,28,하안동,702,주공5,4,44000,58.01
2020,10,28,하안동,30,주공10,7,55500,59.39
2020,10,28,철산동,629,두산위브,5,60000,59.81
2020,10,28,철산동,637,철산푸르지오하늘채,17,107000,84.999
2020,10,28,철산동,629,두산위브,19,79000,84.9
2020,10,28,소하동,1389,광명역세권휴먼시아5단지,4,82800,101.1
2020,10,30,철산동,367,철산한신,6,73000,89.455
2020,10,30,하안동,863,광명 두산위브 트레지움,21,104000,84.986
2020,10,30,소하동,940,미도3차,1,29000,59.85
2020,10,30,소하동,55,동양(55-0),10,58000,84.93
2020,10,31,일직동,517,광명역센트럴자이,5,98000,59.997
2020,10,31,하안동,27,주공11,7,35000,36.16
2020,10,31,하안동,30,주공10,8,44800,45.77
2020,10,31,하안동,110,주공12,12,65800,59.22
2020,10,31,일직동,519,광명역푸르지오,15,90000,59.861
2020,10,31,하안동,260,주공8(고층),3,41700,45.77
2020,10,31,하안동,682,주공1,5,37300,41.3
2020,10,31,하안동,650,주공3,9,34900,36.16
2020,10,31,하안동,296,주공6,13,38300,36.16
2020,10,31,광명동,732,중앙하이츠1,6,64000,131.54
2020,10,31,광명동,200-6,광명한진타운,1,67000,84.95
2020,10,31,하안동,260,주공8(고층),13,52250,59.39
2020,10,31,소하동,1272,우림필유,1,43900,59.723
2020,10,31,소하동,1387,광명역세권휴먼시아4단지,7,83000,84.18
2020,10,4,일직동,519,광명역푸르지오,8,117000,84.949
2020,10,5,광명동,785,광명해모로이연,1,82500,141.32
2020,10,5,철산동,241,주공13,8,80000,73.08
2020,10,5,광명동,785,광명해모로이연,11,83000,84.986
2020,10,5,소하동,1294,광명소하휴먼시아5단지,4,64500,59.85
2020,10,5,소하동,1387,광명역세권휴먼시아4단지,18,81500,84.18
2020,10,6,소하동,1387,광명역세권휴먼시아4단지,11,80300,84.99
2020,10,6,철산동,58,우성아파트,11,63000,76.15
2020,10,6,하안동,682,주공1,9,35400,41.3
2020,10,6,하안동,864,이편한세상센트레빌,29,100000,84.981
2020,10,6,광명동,734,상우2차,8,32900,59.7
2020,10,7,광명동,309-1,광명신원,3,39000,59.96
2020,10,7,하안동,863,광명 두산위브 트레지움,16,80800,59.993
2020,10,7,광명동,102-1,더프라임타워,12,41000,66.42
2020,10,7,하안동,702,주공5,3,48000,59.39
2020,10,7,하안동,13,주공9,6,42900,45.77
2020,10,7,하안동,702,주공5,2,36800,45.77
2020,10,7,소하동,48-55,동양메이저2,5,73000,119.24
2020,10,8,하안동,682,주공1,4,41800,41.3
2020,10,8,철산동,55-1,광복현대아파트,18,51000,59.94
2020,10,8,철산동,629,두산위브,7,60800,59.81
2020,10,8,소하동,1288,광명소하휴먼시아2단지,2,89400,119.87
2020,10,8,소하동,936,성원아파트,2,39500,84.865
2020,10,8,광명동,757,상우3차,17,49000,82.2
2020,10,8,일직동,513,광명역 써밋플레이스,4,100000,59.683
2020,10,9,소하동,1294,광명소하휴먼시아5단지,5,79000,84.77
2020,10,9,소하동,1348,광명소하휴먼시아7단지,2,80000,101.94
2020,11,1,소하동,940,미도3차,12,29900,59.85
2020,11,10,하안동,682,주공1,1,44000,49.94
2020,11,10,하안동,707-9,하안현대아파트,15,54700,84.9
2020,11,10,하안동,863,광명 두산위브 트레지움,35,75000,59.986
2020,11,10,철산동,634,철산래미안자이,3,101000,84.66
2020,11,10,광명동,200-6,광명한진타운,13,77500,84.95
2020,11,10,철산동,627,롯데낙천대,1,49700,59.94
2020,11,10,철산동,629,두산위브,7,62700,59.81
2020,11,11,철산동,625,도덕파크타운2단지,17,53900,49.97
2020,11,11,철산동,625,도덕파크타운1단지,17,60000,59.82
2020,11,11,광명동,778,영화아이닉스,6,56500,79.04
2020,11,11,하안동,650,주공3,2,39000,41.3
2020,11,11,소하동,919,현대2,10,43000,84.75
2020,11,11,일직동,517,광명역센트럴자이,30,149750,97.652
2020,11,12,일직동,513,광명역 써밋플레이스,21,100000,59.683
2020,11,12,하안동,707-7,광명현대아파트,2,58200,84.9
2020,11,12,하안동,702,주공5,12,37000,45.77
2020,11,12,철산동,634,철산래미안자이,8,105000,84.44
2020,11,12,철산동,625,도덕파크타운2단지,4,51800,49.97
2020,11,12,철산동,235,저층주공8,2,99800,59.3
2020,11,12,철산동,55-1,광복현대아파트,22,54900,59.94
2020,11,13,광명동,713,중앙하이츠2,3,53750,131.54
2020,11,13,철산동,449,주공12,2,71500,61.38
2020,11,13,철산동,634,철산래미안자이,24,88900,59.67
2020,11,13,철산동,634,철산래미안자이,24,90000,59.67
2020,11,13,철산동,245,쌍마한신,4,61000,65.66
2020,11,13,광명동,200-6,광명한진타운,9,60000,59.93
2020,11,13,소하동,48-55,동양메이저2,14,58000,59.96
2020,11,13,하안동,27,주공11,12,37500,36.16
2020,11,13,하안동,682,주공1,15,37400,41.3
2020,11,13,일직동,513,광명역 써밋플레이스,19,98000,59.683
2020,11,14,하안동,864,이편한세상센트레빌,9,82500,59.982
2020,11,14,하안동,650,주공3,15,39800,41.3
2020,11,14,소하동,1294,광명소하휴먼시아5단지,10,66500,59.85
2020,11,14,하안동,681,주공2,6,40700,45.77
2020,11,14,하안동,651,주공4,15,40600,45.77
2020,11,14,하안동,864,이편한세상센트레빌,11,118000,123.7
2020,11,14,하안동,27,주공11,13,41500,41.3
2020,11,14,하안동,864,이편한세상센트레빌,1,92000,84.98
2020,11,14,소하동,1363,광명신촌휴먼시아1단지,10,67000,59.87
2020,11,14,소하동,1294,광명소하휴먼시아5단지,1,63800,59.63
2020,11,14,하안동,295,주공7,2,50500,58.01
2020,11,14,하안동,681,주공2,13,47500,59.39
2020,11,14,하안동,681,주공2,1,48900,61.52
2020,11,14,하안동,260,주공8(고층),7,53000,59.39
2020,11,14,하안동,702,주공5,5,44900,58.01
2020,11,14,하안동,110,주공12,8,65500,59.22
2020,11,14,소하동,940,미도3차,13,31000,59.85
2020,11,14,철산동,449,주공12,9,74000,61.38
2020,11,14,철산동,637,철산푸르지오하늘채,9,108000,84.993
2020,11,14,철산동,634,철산래미안자이,3,89000,59.67
2020,11,14,철산동,241,주공13,4,82500,73.09
2020,11,14,철산동,626-1,철산리버빌 주공아파트,7,41800,49.71
2020,11,14,철산동,241,주공13,11,90500,84.77
2020,11,14,광명동,778,영화아이닉스,7,58000,79.04
2020,11,14,철산동,625,도덕파크타운1단지,12,62000,59.82
2020,11,15,광명동,732,중앙하이츠1,8,38000,56.49
2020,11,15,광명동,200-6,광명한진타운,13,61000,59.93
2020,11,16,광명동,200-6,광명한진타운,6,60000,59.93
2020,11,16,소하동,1294,광명소하휴먼시아5단지,11,69700,59.85
2020,11,16,하안동,260,주공8(고층),15,41000,45.77
2020,11,16,하안동,110,주공12,4,46000,44.89
2020,11,16,하안동,864,이편한세상센트레빌,12,116000,123.639
2020,11,16,하안동,702,주공5,11,44500,59.39
2020,11,17,소하동,48-13,광명삼익,4,57000,84.98
2020,11,17,하안동,682,주공1,11,35300,36.34
2020,11,17,철산동,625,도덕파크타운2단지,25,50000,49.98
2020,11,17,철산동,241,주공13,5,84000,73.09
2020,11,17,철산동,449,주공12,9,80000,74.46
2020,11,17,철산동,630,브라운스톤2차,7,76000,84.613
2020,11,18,광명동,733,영화,14,45700,82.5
2020,11,18,철산동,241,주공13,13,90000,83.52
2020,11,18,철산동,634,철산래미안자이,29,114800,84.44
2020,11,18,광명동,757,상우3차,1,28800,59.57
2020,11,18,광명동,778,영화아이닉스,6,58000,79.04
2020,11,18,하안동,864,이편한세상센트레빌,15,110400,99.8
2020,11,18,하안동,863,광명 두산위브 트레지움,25,84000,59.993
2020,11,18,하안동,296,주공6,10,36000,36.34
2020,11,19,하안동,864,이편한세상센트레빌,6,80000,59.982
2020,11,19,철산동,625,도덕파크타운2단지,8,41000,39.65
2020,11,19,철산동,367,철산한신,20,75900,89.455
2020,11,19,철산동,625,도덕파크타운2단지,3,51700,49.98
2020,11,19,철산동,625,도덕파크타운1단지,15,63000,59.82
2020,11,19,철산동,625,도덕파크타운2단지,7,56000,49.97
2020,11,2,광명동,200-6,광명한진타운,23,53000,59.93
2020,11,2,철산동,245,쌍마한신,14,59000,65.66
2020,11,2,광명동,781,월드메르디앙,25,61200,59.7
2020,11,2,하안동,681,주공2,11,41000,45.77
2020,11,2,하안동,110,주공12,10,66000,59.22
2020,11,2,소하동,933,미도아파트2차,14,31000,59.67
2020,11,20,소하동,1273,금호어울림,10,57000,59.97
2020,11,20,하안동,27,주공11,13,37400,36.16
2020,11,20,하안동,110,주공12,14,65000,59.22
2020,11,20,하안동,30,주공10,3,73500,79.07
2020,11,20,소하동,1294,광명소하휴먼시아5단지,7,80000,84.83
2020,11,20,소하동,1378,광명역세권휴먼시아3단지,9,74000,74.98
2020,11,20,일직동,518,광명역파크자이,19,98000,59.802
2020,11,20,일직동,519,광명역푸르지오,3,125000,84.921
2020,11,20,철산동,245,쌍마한신,12,65000,84.93
2020,11,20,광명동,200-6,광명한진타운,21,60850,59.93
2020,11,20,광명동,778,영화아이닉스,10,58700,79.04
2020,11,20,광명동,779,현진에버빌,19,60500,59.807
2020,11,20,광명동,785,광명해모로이연,13,68700,59.993
2020,11,21,철산동,634,철산래미안자이,13,130000,116.73
2020,11,21,철산동,625,도덕파크타운1단지,8,63500,59.82
2020,11,21,철산동,367,철산한신,18,79000,89.455
2020,11,21,철산동,625,도덕파크타운1단지,9,64500,59.82
2020,11,21,광명동,779,현진에버빌,10,60000,59.807
2020,11,21,광명동,200-6,광명한진타운,12,68000,84.95
2020,11,21,광명동,713,중앙하이츠2,8,37700,56.49
2020,11,21,소하동,1348,광명소하휴먼시아7단지,10,84700,101.94
2020,11,21,일직동,513,광명역 써밋플레이스,7,130000,84.991
2020,11,21,하안동,864,이편한세상센트레빌,14,84500,59.982
2020,11,21,하안동,260,주공8(고층),5,52500,58.01
2020,11,21,하안동,260,주공8(고층),4,42000,45.77
2020,11,21,하안동,864,이편한세상센트레빌,14,95000,84.981
2020,11,21,하안동,864,이편한세상센트레빌,14,95000,84.98
2020,11,22,소하동,1294,광명소하휴먼시아5단지,1,63700,59.85
2020,11,22,철산동,625,도덕파크타운2단지,3,47000,49.97
2020,11,23,철산동,241,주공13,8,83800,73.09
2020,11,23,철산동,241,주공13,2,92000,84.77
2020,11,23,철산동,449,주공12,5,91500,83.01
2020,11,23,철산동,367,철산한신,4,67500,89.455
2020,11,23,광명동,200-6,광명한진타운,9,75800,84.95
2020,11,23,광명동,732,중앙하이츠1,13,39000,56.49
2020,11,23,소하동,1348,광명소하휴먼시아7단지,6,95000,119.79
2020,11,23,하안동,260,주공8(고층),6,42500,45.77
2020,11,23,하안동,650,주공3,4,37000,36.34
2020,11,24,하안동,110,주공12,13,57000,59.22
2020,11,24,하안동,864,이편한세상센트레빌,9,118000,123.639
2020,11,24,하안동,13,주공9,4,51500,59.39
2020,11,24,하안동,682,주공1,4,46950,49.94
2020,11,24,철산동,630,브라운스톤2차,4,70000,84.613
2020,11,24,철산동,637,철산푸르지오하늘채,18,87800,59.985
2020,11,24,철산동,634,철산래미안자이,2,100000,84.66
2020,11,24,철산동,241,주공13,2,87000,83.7
2020,11,24,철산동,637,철산푸르지오하늘채,18,91000,59.985
2020,11,24,철산동,241,주공13,9,91300,84.77
2020,11,24,철산동,241,주공13,14,94500,83.7
2020,11,24,광명동,777,팰리스필,9,50000,59.38
2020,11,24,광명동,733,영화,12,39700,69
2020,11,25,광명동,785,광명해모로이연,5,79900,84.995
2020,11,25,광명동,200-6,광명한진타운,5,65000,59.93
2020,11,25,소하동,919,현대2,1,39500,84.75
2020,11,25,소하동,1389,광명역세권휴먼시아5단지,10,95500,101.1
2020,11,25,일직동,517,광명역센트럴자이,30,147000,84.987
2020,11,25,하안동,863,광명 두산위브 트레지움,23,120000,98.946
2020,11,25,하안동,864,이편한세상센트레빌,13,86500,59.982
2020,11,25,하안동,864,이편한세상센트레빌,11,96500,84.98
2020,11,25,하안동,682,주공1,6,46700,49.94
2020,11,25,소하동,1363,광명신촌휴먼시아1단지,11,68800,59.87
2020,11,26,소하동,889-1,개운고층,5,40000,76.6
2020,11,26,소하동,889-2,개운저층,2,36800,71.91
2020,11,26,하안동,650,주공3,13,38250,41.3
2020,11,26,하안동,651,주공4,4,54000,59.39
2020,11,26,하안동,681,주공2,9,54000,61.52
2020,11,26,하안동,13,주공9,13,52400,59.39
2020,11,26,철산동,625,도덕파크타운1단지,14,74800,84.98
2020,11,27,철산동,634,철산래미안자이,7,147000,166.83
2020,11,27,철산동,241,주공13,10,125000,121.26
2020,11,27,철산동,55-1,광복현대아파트,11,67500,84.67
2020,11,27,철산동,628,브라운스톤,4,64700,59.41
2020,11,27,광명동,779,현진에버빌,26,57800,59.807
2020,11,27,광명동,713,중앙하이츠2,5,35000,56.49
2020,11,27,하안동,30,주공10,15,40000,45.77
2020,11,27,일직동,513,광명역 써밋플레이스,26,105500,59.683
2020,11,27,하안동,110,주공12,3,64800,59.22
2020,11,27,하안동,30,주공10,8,54500,59.39
2020,11,27,소하동,1273,금호어울림,17,68000,84.99
2020,11,27,소하동,1289,광명소하휴먼시아3단지,8,80000,84.83
2020,11,28,하안동,27,주공11,10,39000,36.16
2020,11,28,하안동,27,주공11,7,37000,41.3
2020,11,28,하안동,650,주공3,8,40000,41.3
2020,11,28,하안동,110,주공12,14,66700,59.22
2020,11,28,소하동,1289,광명소하휴먼시아3단지,4,81300,84.95
2020,11,28,소하동,48-55,동양메이저2,8,57900,59.96
2020,11,28,철산동,625,도덕파크타운1단지,12,70000,84.98
2020,11,28,철산동,629,두산위브,12,59700,59.81
2020,11,28,철산동,637,철산푸르지오하늘채,17,114700,84.999
2020,11,28,철산동,55-1,광복현대아파트,2,61000,84.67
2020,11,28,철산동,241,주공13,6,93300,83.7
2020,11,28,하안동,650,주공3,8,49000,49.94
2020,11,28,하안동,650,주공3,1,32850,36.16
2020,11,28,하안동,27,주공11,14,53000,49.94
2020,11,28,하안동,650,주공3,5,35800,36.34
2020,11,28,하안동,13,주공9,3,50500,59.39
2020,11,28,하안동,13,주공9,13,52500,58.01
2020,11,28,하안동,650,주공3,3,35000,36.16
2020,11,28,하안동,260,주공8(고층),13,54000,58.01
2020,11,28,하안동,295,주공7,14,53600,58.01
2020,11,28,하안동,863,광명 두산위브 트레지움,12,109000,84.996
2020,11,28,하안동,30,주공10,15,53000,59.39
2020,11,28,일직동,518,광명역파크자이,17,129700,84.964
2020,11,28,일직동,519,광명역푸르지오,21,100000,59.997
2020,11,28,하안동,27,주공11,3,37000,36.16
2020,11,28,소하동,1389,광명역세권휴먼시아5단지,12,100500,119.47
2020,11,28,소하동,1387,광명역세권휴먼시아4단지,13,87500,84.99
2020,11,28,철산동,241,주공13,7,128000,121.26
2020,11,28,철산동,449,주공12,12,72700,61.38
2020,11,28,철산동,449,주공12,14,89500,84.97
2020,11,28,철산동,449,주공12,11,94500,83.01
2020,11,28,철산동,449,주공12,1,74800,60.21
2020,11,28,철산동,625,도덕파크타운2단지,24,54000,49.98
2020,11,28,철산동,367,철산한신,2,75000,89.455
2020,11,29,광명동,200-6,광명한진타운,17,61700,59.93
2020,11,29,광명동,200-6,광명한진타운,15,63000,59.93
2020,11,29,철산동,241,주공13,15,89900,83.7
2020,11,3,하안동,30,주공10,9,54800,59.39
2020,11,3,철산동,235,저층주공8,2,82200,49.22
2020,11,3,철산동,627,롯데낙천대,7,58500,59.94
2020,11,30,광명동,200-6,광명한진타운,8,75000,84.95
2020,11,30,소하동,1289,광명소하휴먼시아3단지,12,85000,84.95
2020,11,30,철산동,235,저층주공8,2,82200,49.22
2020,11,30,하안동,682,주공1,4,46700,49.94
2020,11,4,하안동,864,이편한세상센트레빌,9,100000,84.981
2020,11,4,하안동,864,이편한세상센트레빌,5,94000,84.981
2020,11,4,소하동,48-55,동양메이저2,4,64000,84.983
2020,11,4,철산동,631,광명푸르지오,2,75000,84.765
2020,11,4,철산동,627,롯데낙천대,13,58800,59.94
2020,11,4,철산동,55-1,광복현대아파트,18,43200,59.94
2020,11,4,철산동,105,저층주공11,2,64500,38.52
2020,11,4,철산동,629,두산위브,14,76500,84.9
2020,11,4,광명동,739-8,유자인,11,40000,70.48
2020,11,4,광명동,781,월드메르디앙,5,60000,59.7
2020,11,5,철산동,235,저층주공8,2,113000,59.3
2020,11,5,하안동,863,광명 두산위브 트레지움,13,87000,59.986
2020,11,5,하안동,702,주공5,4,45000,58.01
2020,11,5,하안동,110,주공12,2,59000,59.22
2020,11,5,하안동,864,이편한세상센트레빌,17,93000,84.981
2020,11,6,소하동,889-2,개운저층,5,25000,47.25
2020,11,6,하안동,682,주공1,3,33000,36.16
2020,11,6,하안동,864,이편한세상센트레빌,19,114500,122.243
2020,11,6,하안동,864,이편한세상센트레빌,26,83500,59.982
2020,11,6,광명동,779,현진에버빌,12,70000,84.284
2020,11,6,철산동,241,주공13,8,89800,83.7
2020,11,6,철산동,629,두산위브,12,76000,84.9
2020,11,6,철산동,634,철산래미안자이,15,128000,116.73
2020,11,6,철산동,626-1,철산리버빌 주공아파트,17,46500,49.83
2020,11,6,철산동,637,철산푸르지오하늘채,32,140000,114.982
2020,11,7,광명동,200-6,광명한진타운,20,60000,59.93
